Evaporator Temperature,Compressor Flow,Condensing Temperature,Cold Water,Tower Water,COP
-0.73104,539.734,30,14.1687,66.8798,5.69378
0.667997,558.155,30,15.4733,72.3947,6.03234
1.17636,526.593,30,14.8883,69.4367,6.16358
0.581147,512.799,30,14.1681,66.3244,6.01038
-3.5907,536.184,30,12.5692,60.4354,5.0903
-2.20463,565.663,30,14.0123,66.769,5.36928
0.942549,507.846,30,14.2291,66.4591,6.10264
0.556834,570.164,30,15.7382,73.6856,6.00425
-2.25455,560.206,30,13.8497,66.0156,5.35881
-4.00584,513.296,30,11.8341,57.0565,5.01121
-3.096,561.322,30,13.421,64.3226,5.18716
-4.37719,545.91,30,12.3996,59.9295,4.94211
1.82548,542.586,30,15.7291,73.0623,6.33809
1.39651,546.549,30,15.5844,72.5834,6.22187
-0.755781,545.859,30,14.3156,67.5838,5.68808
-4.20959,556.464,30,12.7248,61.4333,4.97311
-4.06737,581.1,30,13.3643,64.4602,4.99966
0.465169,532.599,30,14.6491,68.6259,5.98125
-1.40995,514.548,30,13.1523,62.3515,5.54046
-0.422208,501.067,30,13.3136,62.7199,5.76582
-2.89097,501.731,30,12.0945,57.888,5.22817
-0.958639,571.408,30,14.867,70.2775,5.64163
-1.30307,505.258,30,12.9692,61.4417,5.56415
0.00525222,524.459,30,14.1694,66.5716,5.86799
0.114338,543.455,30,14.7452,69.2288,5.89454
1.10856,514.607,30,14.5114,67.7074,6.1458
-2.26168,586.272,30,14.49,69.0709,5.35732
-2.47247,524.423,30,12.8535,61.3538,5.31349
-0.00507863,526.682,30,14.2238,66.8313,5.86549
-4.15491,519.725,30,11.9108,57.4827,4.98329
-4.64455,543.372,30,12.2097,59.1163,4.89328
-1.55859,572.89,30,14.5581,69.0818,5.50778
-2.16047,520.54,30,12.917,61.5328,5.37857
-1.58977,585.618,30,14.8632,70.544,5.50096
-2.30743,593.343,30,14.6382,69.798,5.34776
-0.191911,560.255,30,15.0207,70.6589,5.8205
-3.66639,520.056,30,12.1542,58.4691,5.07573
-4.22972,598.47,30,13.6743,66.0261,4.96937
-2.92377,519.072,30,12.4962,59.8234,5.22157
1.99244,549.581,30,16.0344,74.4035,6.3843
0.408573,538.175,30,14.7699,69.2168,5.96712
-4.70539,569.656,30,12.7689,61.849,4.88228
-0.345517,592.414,30,15.7879,74.3404,5.78393
-0.261118,592.957,30,15.8545,74.6142,5.80398
1.7891,556.267,30,16.1031,74.8167,6.3281
1.34673,564.057,30,16.0528,74.788,6.20861
-0.645602,558.737,30,14.7167,69.4287,5.71357
1.38249,551.745,30,15.7241,73.2403,6.21813
-4.01542,580.155,30,13.3704,64.4676,5.00941
-2.39697,548.734,30,13.4897,64.359,5.32913
-2.87967,546.319,30,13.1753,63.0561,5.23044
-4.89584,527.975,30,11.744,56.9564,4.84808
-0.733465,591.801,30,15.5341,73.3257,5.69322
0.511324,552.421,30,15.2215,71.2869,5.99282
-4.28599,536.653,30,12.2341,59.0942,4.95894
-1.50549,583.93,30,14.8697,70.5365,5.51942
-0.0813432,596.626,30,16.0649,75.5183,5.84705
-4.2469,570.105,30,13.0172,62.8603,4.96618
0.0199471,597.399,30,16.1493,75.8667,5.87155
-2.7703,523.659,30,12.6839,60.6611,5.25255
0.231134,540.892,30,14.7425,69.1653,5.92318
-0.483533,570.286,30,15.1165,71.2411,5.7514
-3.19519,514.84,30,12.261,58.8014,5.1675
-2.16474,576.46,30,14.3023,68.1335,5.37767
0.26532,585.404,30,15.9769,74.9406,5.9316
0.410723,579.129,30,15.8952,74.4891,5.96766
1.61277,555.402,30,15.9694,74.2765,6.28002
-0.248848,500.43,30,13.387,62.9965,5.8069
-4.93944,580.647,30,12.8928,62.5463,4.84031
0.903289,546.033,30,15.2758,71.3656,6.09251
-1.64064,541.468,30,13.7151,65.1163,5.48987
-1.4514,522.072,30,13.3228,63.1769,5.53132
-1.49776,577.933,30,14.7214,69.8299,5.52112
-1.24701,596.283,30,15.3395,72.6448,5.57665
0.192013,501.711,30,13.6538,64.0734,5.91356
-3.18881,527.181,30,12.5581,60.2237,5.16876
0.835406,549.737,30,15.3391,71.6916,6.07505
-4.08842,542.471,30,12.4653,60.1326,4.99571
0.846171,596.082,30,16.6391,77.7626,6.07781
-1.63967,510.91,30,12.9416,61.4434,5.49009
-4.10618,578.018,30,13.2727,64.0348,4.99239
-2.8428,529.773,30,12.795,61.2215,5.23788
0.142552,575.485,30,15.6314,73.3765,5.90143
1.04731,548.326,30,15.4256,72.0008,6.12982
-2.59841,503.879,30,12.2884,58.7043,5.28758
-3.12085,521.606,30,12.459,59.7219,5.18222
-3.57671,521.395,30,12.2293,58.7959,5.093
-0.165769,503.913,30,13.5239,63.6074,5.82676
-1.98952,573.435,30,14.3262,68.1701,5.41477
-4.5641,518.76,30,11.6945,56.5918,4.90789
-1.2859,546.663,30,14.0415,66.5144,5.56797
-4.23133,567.409,30,12.9637,62.5958,4.96907
-3.5415,525.771,30,12.3493,59.3592,5.0998
0.933035,525.44,30,14.7166,68.7404,6.10018
-2.32586,521.794,30,12.8636,61.3439,5.34392
-1.45616,589.284,30,15.0352,71.2991,5.53027
1.65187,552.453,30,15.9085,73.9754,6.29063
0.378369,535.658,30,14.6836,68.8253,5.9596
-0.178027,529.463,30,14.2028,66.8058,5.82382
-3.69508,507.812,30,11.8544,57.0378,5.07023
-2.22922,512.482,30,12.6825,60.4425,5.36412
-4.5939,539.962,30,12.1579,58.8456,4.90247
-0.0797128,502.969,30,13.5439,63.667,5.84745
0.704219,572.012,30,15.8797,74.2794,6.04154
1.05785,529.359,30,14.8981,69.534,6.13257
-2.39921,549.98,30,13.5191,64.5004,5.32866
-0.714645,509.836,30,13.3925,63.209,5.69757
-3.26923,515.294,30,12.2356,58.708,5.15291
-3.75428,560.747,30,13.0591,62.8588,5.0589
-3.02646,552.237,30,13.2404,63.4284,5.20101
-1.24039,594.882,30,15.3074,72.4898,5.57812
1.81948,514.366,30,14.9076,69.2489,6.33644
-1.30427,501.109,30,12.8621,60.9348,5.56389
-1.71482,539.234,30,13.6187,64.689,5.47377
-0.399663,565.413,30,15.0365,70.8265,5.77113
-2.02519,585.64,30,14.6105,69.5389,5.40718
1.10964,540.74,30,15.2489,71.1482,6.14609
1.2214,593.59,30,16.8117,78.3852,6.17543
-2.69662,563.734,30,13.6946,65.4636,5.26752
1.45904,515.045,30,14.7215,68.538,6.23859
-1.01264,598.527,30,15.5396,73.4824,5.62937
-2.87714,587.397,30,14.1674,67.8031,5.23095
0.352866,526.093,30,14.4071,67.5402,5.95327
0.149941,522.995,30,14.2097,66.7,5.90324
-4.39726,535.875,30,12.1618,58.7882,4.93842
1.67203,513.906,30,14.81,68.8586,6.29611
-2.46055,573.934,30,14.0737,67.1728,5.31596
-4.26829,571.297,30,13.0332,62.9465,4.96222
-4.03844,555.91,30,12.7998,61.7258,5.00509
